,index,brand,model,price,rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty,cluster
611,623,asus,Asus Vivobook 16X 2023 K3605ZF-MBN543WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),779.45,72,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
612,624,asus,Asus Vivobook 16X 2023 K3605ZF-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),1067.41,75,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
613,625,lenovo,Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),779.45,72,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,1,14.0,1920,1200,windows,1,62
614,626,hp,HP 15s-fy5004TU Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),520.51,57,intel,core i3,6,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
615,627,lenovo,Lenovo IdeaPad Slim 3 82XQ008GIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),486.81,57,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,14
616,628,asus,Asus Vivobook Pro 15 M6500QC-LK542WS Laptop (AMD R5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),839.54,70,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,85
617,629,asus,Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1702.93,82,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,2560,1600,windows,1,27
618,630,lg,LG Gram 14 2023 14Z90R-G.CH54A2 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),1187.33,67,intel,core i5,12,16,16,SSD,512,intel,integrated,0,14.0,1200,1920,windows,1,54
619,631,dell,Dell Alienware m16 Gaming Laptop (AMD Ryzen 9 7845HX/ 32GB/ 2TB SSD/ Win 11/ 12GB Graph),3597.9,89,amd,ryzen 9,12,24,32,SSD,2048,nvidia,dedicated,0,16.0,1920,1200,windows,1,108
620,632,acer,Acer Nitro 16 AN16-41 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1559.02,80,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,32
621,633,lenovo,Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),791.44,69,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,1,14.0,1920,1200,windows,1,62
622,634,acer,Acer Aspire 5 2023 A515-58M Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),905.49,59,intel,core i7,10,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,130
623,635,hp,HP Chromebook x360 14a-ca0505TU Laptop (Intel Celeron N4120/ 4GB/ 64GB eMMC/ Chrome OS),311.71,44,intel,celeron,4,4,4,HDD,64,intel,integrated,1,14.0,1366,768,chrome,1,36
624,636,asus,Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),918.69,72,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,85
625,637,hp,HP ZBook Firefly 16 G9 2023 Workstation PC Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),1520.76,69,intel,core i5,10,12,16,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,1,20
626,638,fujitsu,Fujitsu UH-X 4ZR1L12856 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1199.22,73,intel,core i7,12,16,16,SSD,512,intel,integrated,0,14.0,1920,1200,windows,2,9
627,639,hp,HP 2023 ZBook Firefly 16 G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),1598.35,69,intel,core i7,10,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,38
628,640,acer,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),503.6,64,intel,core i5,4,8,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,4
629,641,hp,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),395.66,46,intel,pentium,4,4,8,SSD,512,intel,integrated,0,15.6,1366,768,windows,1,16
630,642,hp,HP ZBook Firefly 16 G9 2023 Workstation Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),1444.59,67,intel,core i5,10,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,38
631,643,asus,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1559.02,71,amd,ryzen 7,8,16,16,SSD,512,nvidia,dedicated,0,14.0,2560,1600,windows,1,79
632,644,lg,LG UltraPC 16 16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),939.07,72,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,1,16.0,1920,1200,windows,1,37
633,645,hp,HP ZBook Studio G9 16 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),2759.2,80,intel,core i7,14,20,16,SSD,1024,nvidia,dedicated,0,16.0,1920,1200,windows,1,10
634,646,lenovo,Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),290.12,38,intel,celeron,2,2,4,SSD,256,intel,integrated,0,11.6,1366,768,windows,1,105
635,647,lg,LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1828.98,78,intel,core i7,12,16,16,SSD,1024,intel,integrated,1,16.0,1600,2560,windows,1,145
636,648,hp,HP Chromebook 15a-nb0002TU Laptop ( Intel Core i3-N305/ 8GB/ 256GB SSD/ Chrome OS),611.54,38,intel,core i3,8,8,8,SSD,256,intel,integrated,0,15.6,1366,768,chrome,1,36
637,649,lg,LG Gram 14 2023 14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1414.01,69,intel,core i7,12,16,16,SSD,512,intel,integrated,0,14.0,1200,1920,windows,1,54
638,650,acer,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),863.4,70,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,47
639,651,asus,Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),767.46,65,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
640,652,walker,Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),191.77,37,intel,celeron,2,2,4,SSD,128,intel,integrated,0,14.1,1920,1080,windows,1,124
641,653,hp,HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),287.83,52,amd,ryzen 3,2,4,8,SSD,512,amd,integrated,0,15.6,1366,768,dos,1,35
642,654,dell,Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),785.57,60,intel,core i5,10,12,8,SSD,1024,intel,integrated,0,14.0,1920,1200,windows,1,134
643,655,dell,Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),887.39,63,intel,core i5,10,12,16,SSD,1024,intel,integrated,0,14.0,1920,1200,windows,1,5
644,656,hp,HP Omen 16-wd0990TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1175.34,73,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.1,2560,1440,windows,1,133
645,657,lenovo,Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),635.53,62,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,2,0
646,658,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),755.46,65,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
647,659,msi,MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),887.39,65,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,7
648,660,lenovo,Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),394.57,59,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,dos,1,14
649,661,lenovo,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),299.71,50,intel,celeron,2,2,8,SSD,256,intel,integrated,0,14.0,1366,768,windows,1,39
650,662,msi,MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),575.56,67,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,19
651,663,asus,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),887.39,60,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
652,664,asus,Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1199.22,75,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
653,665,lenovo,Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),635.53,70,intel,core i5,4,8,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,70
654,666,asus,Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),743.47,64,intel,core i5,10,12,16,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,31
655,667,lenovo,Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),831.68,62,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,14.0,1920,1200,windows,1,57
656,668,lenovo,Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),539.58,58,intel,core i3,5,6,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,82
657,669,hp,HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),1158.44,66,intel,core i5,10,12,16,SSD,512,intel,integrated,1,15.6,1920,1080,windows,1,84
658,670,hp,HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),1055.3,66,intel,core i5,10,12,16,SSD,512,intel,integrated,1,15.6,1920,1080,windows,1,84
659,671,hp,HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),1039.71,66,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,1,15.6,1920,1080,windows,1,121
660,672,hp,HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),1051.7,70,amd,ryzen 7,8,16,16,SSD,512,amd,integrated,1,15.6,1920,1080,windows,1,121
661,673,hp,HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),946.16,66,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,1,15.6,1920,1080,windows,1,121
662,674,hp,HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),1007.32,72,intel,core i5,10,12,16,SSD,512,intel,integrated,1,15.6,1920,1080,windows,1,84
663,675,hp,HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB SSD/ Win11 Home),467.62,57,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,48
664,676,hp,HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),611.54,60,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,18
665,677,asus,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),671.51,60,intel,core i5,12,16,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,15
666,678,dell,Dell Vostro 15 3510 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),471.22,60,intel,core i3,2,4,8,HDD,1024,intel,integrated,0,15.6,1920,1080,windows,1,63
667,679,hp,HP Pavilion Plus 14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),1292.44,71,intel,core i7,14,20,16,SSD,512,intel,integrated,0,14.0,2880,1800,windows,1,13
668,680,dell,Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),719.48,56,intel,core i3,6,8,8,SSD,1024,intel,integrated,1,14.0,1920,1200,windows,1,134
669,681,lenovo,Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),875.4,69,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,114
670,682,lenovo,Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),680.03,64,amd,ryzen 5,6,12,16,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,62
671,683,lenovo,Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),791.44,67,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,146
672,684,lenovo,Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),647.52,66,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,146
673,685,hp,HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),935.71,69,intel,core i5,12,16,16,SSD,512,intel,integrated,0,14.0,2240,1400,windows,1,9
674,686,acer,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),369.28,59,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,49
675,687,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),688.3,67,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
676,688,hp,HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),1387.71,71,amd,ryzen 5,6,12,16,HDD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,72
677,689,dell,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),501.42,53,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,102
678,690,hp,HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1319.15,69,intel,core i7,10,12,16,SSD,512,intel,integrated,1,15.6,1920,1080,windows,1,84
679,691,hp,HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),539.58,58,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,48
680,692,hp,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),575.56,53,intel,core i3,6,8,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,56
681,693,hp,HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),635.53,60,amd,ryzen 5,4,8,16,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,18
682,694,hp,HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1391.11,70,intel,core i7,10,12,16,SSD,1024,intel,integrated,1,15.6,1920,1080,windows,1,25
683,695,asus,Asus Vivobook 16X 2023 K3605ZF-MBN544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),1002.64,72,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,16.0,1920,1200,windows,1,3
684,696,asus,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1678.95,83,amd,ryzen 9,8,16,16,SSD,1024,nvidia,dedicated,0,14.0,2560,1600,windows,1,79
685,697,dell,Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1055.3,56,intel,core i7,10,12,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,94
686,698,asus,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),707.49,71,intel,core i5,6,12,8,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,21
687,699,lenovo,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),599.55,64,amd,ryzen 7,8,16,8,SSD,512,amd,integrated,0,15.6,1920,1080,dos,1,132
688,700,lenovo,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),725.48,67,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,50
689,701,lenovo,Lenovo IdeaPad 3 15ITL05 81X800N2IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),425.65,59,intel,core i3,2,4,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,73
690,702,lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),863.4,70,intel,core i5,8,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,111
691,703,dell,Dell Inspiron 7420 2in1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1085.28,67,intel,core i7,10,12,16,SSD,512,intel,integrated,1,14.0,1920,1200,windows,1,94
692,704,hp,HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),539.58,58,amd,ryzen 5,4,8,8,SSD,512,amd,integrated,0,14.0,1920,1080,windows,1,48
693,705,msi,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1343.14,78,intel,core i7,10,16,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,7
694,706,lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),545.7,57,intel,core i3,6,8,8,SSD,512,intel,integrated,0,14.0,1920,1080,dos,1,67
695,707,dell,Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),491.61,58,intel,core i3,6,8,8,SSD,512,intel,integrated,0,16.0,1920,1080,windows,1,91
696,708,dell,Dell Vostro 3525 D560926WIN9B Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),523.99,52,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,102
697,709,lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06D00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),599.66,62,intel,core i3,6,8,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,0
698,710,lenovo,Lenovo Thinkpad E14 21E3S06300 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),793.95,62,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,dos,1,90
699,711,acer,Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),359.56,50,intel,core i3,8,8,8,SSD,256,intel,integrated,0,15.6,1920,1080,windows,1,137
700,712,dell,Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),671.51,60,amd,ryzen 5,6,12,8,SSD,512,amd,integrated,0,16.0,1920,1200,windows,1,102
701,713,acer,Acer Aspire 3 NX.KDESI.008 Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),353.69,57,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,136
702,714,lenovo,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),401.66,57,amd,ryzen 3,4,8,8,SSD,512,amd,integrated,0,15.6,1920,1080,windows,1,14
703,715,hp,HP Pavilion 14-dv1043TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),644.03,62,intel,core i5,4,8,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,56
704,716,acer,Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),515.6,50,intel,core i3,6,8,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,137
705,717,msi,MSI Bravo 15 C7UCXK-094IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),695.5,67,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,69
706,718,msi,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),659.52,65,amd,ryzen 5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,11
707,719,dell,Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),575.56,60,intel,core i5,4,8,8,SSD,512,intel,integrated,0,14.0,1366,768,ubuntu,1,71
708,720,msi,MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1259.19,78,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,23
709,721,msi,MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),899.38,69,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,69
710,722,msi,MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1139.25,77,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,15.6,1920,1080,windows,1,23
711,723,acer,Acer One 14 Z8-415 2023 Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),491.61,60,intel,core i5,4,8,16,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,46
712,724,msi,MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),611.54,66,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,19
713,725,asus,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),575.44,59,intel,core i5,10,12,8,SSD,512,intel,integrated,0,15.6,1920,1080,windows,1,15
714,726,msi,MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1139.25,77,amd,ryzen 7,8,16,16,SSD,1024,nvidia,dedicated,0,17.3,1920,1080,windows,1,23
715,727,msi,MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1019.32,75,amd,ryzen 5,6,12,16,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,1,69
716,728,hp,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),467.62,63,intel,core i3,6,8,8,SSD,512,amd,integrated,0,15.6,1366,768,windows,1,41
717,729,dell,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),955.75,70,intel,core i5,12,16,16,SSD,512,nvidia,dedicated,0,16.0,1920,1080,windows,1,80
718,730,msi,MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,731.48,63,intel,core i7,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,windows,1,0
719,731,msi,MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),623.54,70,intel,core i5,6,12,8,SSD,512,nvidia,dedicated,0,15.6,1920,1080,windows,2,19
720,732,dell,Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),3352.03,88,intel,core i7,14,20,32,SSD,1024,nvidia,dedicated,1,15.6,3456,2160,windows,1,12
721,733,dell,Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),2422.55,82,intel,core i7,12,16,32,SSD,1024,intel,integrated,1,13.4,3840,2400,windows,1,117
722,734,lenovo,Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),803.56,63,intel,core i5,10,12,8,SSD,512,intel,integrated,0,14.0,1920,1080,dos,1,90
